POW_SA2_CODE_2021,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
204031075,19,0,0,135,87,19,11,3,0,127,94,30,18,15,0,159,87,22,18,10,4,146,54,23,38,6,0,128,26,21,21,10,0,74,12,0,17,20,0,56,5,3,24,11,4,42,843,180,214,85,26,1347
204031491,19,3,0,361,322,23,26,3,5,376,301,27,22,5,3,363,273,28,20,6,0,330,195,10,22,6,0,233,62,6,17,8,0,100,15,4,13,8,0,39,3,5,6,6,6,26,3564,178,232,52,23,4052
204031492,41,6,7,1212,1027,95,74,8,5,1204,1091,97,71,4,7,1265,910,72,66,8,12,1065,725,69,67,8,3,875,312,27,38,4,8,394,75,18,17,5,0,121,25,11,11,11,7,60,10568,619,554,72,74,11885
205011076,55,4,0,398,300,52,58,16,4,422,303,54,54,19,0,424,271,52,63,18,7,414,204,26,60,15,4,306,92,32,50,20,0,188,35,12,19,14,4,85,14,8,21,16,5,58,3385,417,543,153,38,4537
205011077,25,8,4,172,105,25,36,8,5,179,114,29,35,17,5,199,104,36,40,15,9,195,79,23,43,12,0,169,42,15,36,18,0,115,10,9,29,17,3,73,3,9,21,15,3,52,1184,207,313,127,43,1882
205011078,32,7,7,206,146,33,36,8,15,239,154,33,35,6,6,238,126,24,33,15,4,204,130,26,42,21,7,221,62,14,36,17,4,128,10,16,23,14,3,61,5,0,19,20,3,50,1577,224,319,127,44,2294
205011079,56,18,4,967,886,110,88,14,7,1107,927,111,92,10,8,1143,836,89,82,8,6,1028,669,56,90,32,14,864,265,56,71,15,9,408,64,22,36,24,3,145,30,15,43,35,14,128,9248,751,793,185,92,11059
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,44,12,10,869,861,54,62,18,7,1003,912,88,61,9,15,1083,927,68,70,5,10,1080,741,76,73,12,12,912,330,43,44,9,11,435,117,23,26,6,4,177,20,10,18,8,12,62,8420,517,557,106,124,9720
205021082,33,5,5,156,98,11,26,9,5,150,131,26,48,7,5,223,132,28,44,21,7,235,119,30,52,20,3,230,54,17,49,30,8,158,15,20,37,17,4,88,7,8,30,43,8,93,1206,188,395,164,61,2008
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,30,10,0,266,206,36,30,10,4,284,237,34,26,5,4,310,242,27,36,8,5,315,227,21,47,20,6,325,95,19,30,19,3,178,23,13,11,17,3,77,6,11,6,18,5,47,2184,198,288,137,44,2854
205021085,21,4,6,199,160,8,23,10,0,202,173,29,37,14,8,260,214,26,47,20,6,309,170,28,55,26,7,294,80,15,30,33,3,160,23,11,27,14,0,78,5,9,19,17,0,58,1567,179,299,163,56,2257
205021086,10,0,3,57,59,13,20,0,5,93,59,11,11,0,5,89,62,12,26,10,0,108,57,24,26,7,6,117,35,7,12,6,5,70,7,3,7,4,0,29,3,11,13,0,3,37,612,112,166,39,36,956
205031087,49,12,4,273,159,37,61,8,11,272,231,36,79,11,7,366,202,42,97,17,11,370,185,39,99,11,8,347,78,31,70,35,12,235,25,22,49,29,7,134,4,7,21,25,3,65,1935,317,646,178,79,3164
205031088,0,0,0,4,3,0,5,0,0,5,4,4,0,0,0,7,0,0,0,0,0,5,0,3,0,0,0,4,7,0,3,3,0,11,0,0,0,0,0,0,0,0,0,4,0,4,26,8,9,13,0,64
205031089,35,4,5,244,194,31,50,23,16,315,210,43,56,15,16,335,175,28,54,18,3,283,171,36,71,23,7,303,67,17,59,29,5,174,24,13,33,22,7,95,7,11,23,17,9,59,1987,278,469,157,79,2971
205031090,47,9,11,493,460,55,72,13,9,606,504,43,79,21,7,660,431,52,107,24,10,623,396,44,79,31,6,556,181,38,59,22,6,305,59,15,43,22,5,144,11,11,32,16,11,86,4263,355,648,191,82,5540
205031091,60,13,7,401,280,42,70,3,8,408,279,57,58,15,10,418,309,64,59,12,7,445,266,67,64,16,7,420,101,40,33,11,3,191,38,12,14,6,0,82,17,11,9,8,6,47,2815,406,507,119,70,3913
205031092,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,47
205031093,88,12,14,787,712,105,113,15,11,952,696,104,133,24,16,974,664,74,122,28,18,913,539,69,113,22,24,764,199,52,101,30,10,396,42,33,52,25,8,154,18,19,44,25,8,110,6594,666,1046,211,143,8663
205041094,8,6,3,390,324,22,27,3,3,373,409,20,27,14,0,472,425,14,32,7,3,481,277,11,30,13,7,335,83,6,21,14,3,130,24,11,21,10,3,60,7,4,21,15,3,46,3147,126,250,96,26,3644
205041095,43,4,5,495,452,23,38,4,9,530,510,26,44,11,7,598,491,22,41,6,9,568,379,22,32,10,8,454,126,10,14,6,8,167,44,0,6,3,6,56,13,0,9,4,0,27,4827,175,331,60,74,5467
205041096,31,11,4,1025,953,46,32,7,5,1039,982,52,37,6,9,1090,1001,56,38,0,8,1104,760,64,33,8,13,874,283,32,28,13,4,349,85,21,15,7,0,124,26,8,3,9,3,45,9500,374,314,70,81,10334
205041098,3,0,0,45,27,3,13,0,0,43,28,12,8,0,0,50,38,4,13,3,0,58,20,4,3,0,4,42,11,0,7,4,4,29,10,0,6,3,0,17,4,0,6,8,0,13,339,42,94,20,16,504
205041493,40,5,5,697,635,73,43,12,7,762,563,92,30,3,5,695,555,46,33,7,3,652,364,39,28,3,3,444,133,28,17,6,3,187,44,14,13,13,4,85,11,4,11,4,0,34,6971,473,339,74,63,7925
205041494,32,8,0,593,515,34,30,10,7,584,512,32,26,0,3,575,519,26,28,3,0,578,384,18,25,3,4,437,151,17,11,9,0,190,38,3,12,0,5,59,8,0,5,0,4,21,5051,189,258,45,32,5576
205051099,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,7,0,24
205051100,14,0,0,223,202,11,18,3,8,240,198,23,14,3,8,243,191,13,28,9,3,241,140,8,29,5,0,179,35,11,22,7,0,75,11,3,16,3,0,35,0,0,19,8,0,27,2003,94,188,55,23,2363
205051101,56,10,3,383,286,34,61,3,7,398,287,38,46,11,9,389,267,46,68,15,16,403,253,23,74,19,10,370,114,16,56,19,8,207,34,13,34,20,5,101,14,5,24,26,4,73,3098,280,551,145,76,4149
205051102,24,0,6,169,103,8,29,7,0,148,147,18,21,4,5,193,98,9,16,5,0,135,96,6,29,20,0,156,56,14,25,15,0,103,9,0,24,18,0,48,9,0,7,0,3,28,1150,82,230,82,36,1580
205051103,53,8,4,756,659,58,50,11,9,787,685,53,56,6,7,804,648,46,49,9,0,754,545,38,57,6,14,666,189,28,32,10,3,267,49,8,23,4,5,93,16,10,5,5,3,50,6784,378,488,80,78,7804
205051104,24,8,4,134,112,11,29,5,3,161,132,17,47,7,7,210,144,13,39,14,10,214,132,13,45,26,13,222,65,19,38,20,4,143,14,7,22,17,0,65,5,6,19,14,9,47,1199,130,305,114,50,1793
206011106,74,3,6,349,147,36,42,6,0,224,164,47,28,7,0,247,123,35,31,0,3,190,77,26,21,6,0,137,43,14,12,4,0,71,15,8,9,4,0,37,0,3,6,5,0,11,2338,372,458,51,23,3244
206011107,44,8,0,190,114,32,45,0,5,196,101,33,34,11,0,180,87,22,28,4,3,145,63,20,25,0,0,102,29,12,13,3,0,61,10,0,13,0,0,22,3,3,7,0,0,13,1211,211,380,31,17,1853
206011109,24,3,0,137,78,30,29,3,0,140,98,24,28,3,0,152,75,25,25,0,3,131,54,26,15,0,0,99,20,5,5,0,0,34,9,3,5,0,0,21,8,4,0,0,0,9,950,180,210,24,12,1362
206011495,61,4,0,414,281,59,60,6,3,407,257,53,42,7,4,362,267,38,30,9,3,356,177,43,33,5,0,264,80,19,23,11,0,134,24,17,17,0,0,60,8,6,8,4,5,28,3482,436,533,74,25,4559
206011496,84,12,6,765,533,104,73,12,5,727,525,92,56,16,5,691,457,76,47,12,3,591,289,42,33,7,9,378,138,28,23,5,3,199,55,26,15,6,0,95,13,15,5,9,0,34,6707,651,687,91,46,8186
206011497,62,12,3,666,510,58,55,13,6,639,495,54,58,10,3,622,390,62,48,10,3,516,299,28,27,8,0,360,106,28,17,5,3,162,42,9,11,4,0,57,18,8,10,4,0,39,5151,415,513,79,24,6176
206011498,43,0,0,259,168,37,42,3,0,245,165,28,39,3,0,236,164,24,37,5,0,233,121,11,18,0,0,154,48,13,13,3,0,75,17,11,3,0,0,29,4,4,0,0,0,7,1752,207,332,30,15,2329
206021110,39,8,4,438,334,62,45,3,0,449,313,76,60,9,0,455,278,65,34,9,0,389,200,55,44,5,0,304,80,35,25,6,0,146,29,15,15,8,4,63,8,4,5,5,0,24,3728,483,394,60,21,4686
206021112,80,14,3,601,399,75,83,3,3,566,417,72,78,3,3,578,362,56,50,7,0,481,255,54,44,3,4,357,138,28,35,0,3,208,28,19,13,5,4,65,17,5,7,3,0,34,4290,529,644,60,37,5560
206021499,67,4,0,361,241,57,77,3,0,387,246,67,75,4,3,393,191,52,50,7,3,305,134,29,46,5,4,217,58,17,28,4,0,112,18,4,9,9,0,48,6,4,8,0,0,19,2788,375,547,60,26,3783
206021500,68,4,0,317,204,54,59,11,3,325,196,59,68,6,3,329,142,34,35,4,3,217,133,10,26,4,0,181,52,4,24,4,4,88,15,3,14,4,0,45,0,3,9,0,0,15,2448,305,507,44,16,3321
206031113,43,4,0,278,183,63,47,3,0,299,160,46,32,3,0,243,114,44,32,6,0,195,102,28,31,8,0,169,51,19,21,8,5,97,12,5,7,0,0,32,4,6,5,0,0,16,1996,339,350,48,18,2755
206031115,34,3,3,277,236,35,30,0,0,301,229,22,14,0,0,266,205,22,13,8,0,250,131,17,10,3,0,169,65,7,12,0,0,84,29,6,6,0,0,38,7,0,0,0,0,10,2496,186,214,24,19,2945
206031116,56,15,3,837,661,97,79,6,0,848,665,110,52,0,0,831,527,90,66,13,3,691,314,67,46,11,0,435,138,35,38,7,0,229,49,19,21,0,9,95,18,12,0,3,0,32,6849,660,538,85,36,8177
206031501,37,5,0,362,263,71,49,5,0,390,279,87,63,14,3,444,218,67,48,8,3,339,135,57,25,10,4,230,83,26,17,3,0,124,17,16,9,6,0,51,10,7,7,5,0,27,2880,482,357,67,26,3814
206031502,48,10,0,397,293,66,44,8,0,413,266,70,42,10,0,388,195,62,36,10,4,309,145,44,38,9,0,245,87,25,28,5,4,150,28,14,14,6,0,55,11,9,3,0,0,18,3042,486,388,87,16,4019
206041117,49,13,11,1989,1508,93,63,13,7,1678,1307,99,57,15,8,1489,1134,88,43,12,5,1284,789,53,41,8,8,900,340,43,23,9,0,419,134,28,26,0,0,193,33,10,19,0,0,62,15936,778,595,101,81,17493
206041118,96,32,19,12870,9105,173,93,24,16,9405,7001,161,78,19,21,7276,4667,144,65,15,21,4918,2572,79,33,17,18,2723,830,45,27,15,3,924,191,35,12,11,8,257,48,9,6,8,13,82,83024,1293,707,209,217,85451
206041119,56,3,7,2488,2002,67,65,10,3,2142,1729,58,50,4,9,1851,1460,64,70,7,8,1604,1138,69,58,3,0,1264,507,40,36,5,3,591,173,31,24,8,6,237,60,24,20,6,4,111,19402,496,494,54,56,20511
206041120,6,0,0,140,104,3,6,0,0,113,91,0,0,0,4,100,107,0,0,0,0,107,67,0,4,0,0,68,24,6,0,0,0,24,18,3,0,0,0,20,9,0,0,0,0,7,1196,27,33,5,10,1275
206041121,38,3,0,596,368,45,28,8,0,453,351,56,28,6,0,438,291,45,20,7,3,358,211,35,15,4,7,271,69,19,9,5,0,106,28,4,7,3,0,43,4,6,3,4,0,17,4143,363,264,46,21,4843
206041124,28,7,9,3889,3177,40,29,5,9,3253,2693,26,19,8,4,2750,2277,21,31,4,12,2337,1673,28,25,0,3,1738,743,9,13,4,0,775,226,7,16,3,0,250,54,3,6,5,0,74,31767,212,281,55,86,32388
206041125,32,4,0,2286,1809,44,35,5,8,1897,1515,57,34,8,3,1617,1121,40,28,3,6,1204,845,37,22,4,4,918,360,44,33,7,0,447,102,25,23,10,0,164,36,24,25,9,7,93,18791,425,331,72,69,19692
206041127,5,0,7,478,488,13,10,0,0,508,485,19,5,0,3,517,467,15,6,0,0,489,294,9,8,0,5,320,108,11,0,5,0,123,31,4,0,0,0,42,10,0,0,5,0,18,4066,140,61,14,22,4304
206041503,212,45,32,14423,10688,348,184,31,29,11280,8310,356,172,32,24,8890,5939,295,147,34,21,6435,3671,213,90,21,19,4012,1452,120,55,17,6,1651,445,81,43,13,7,591,111,40,24,31,25,228,99897,2541,1430,328,323,104517
206041504,58,11,7,3342,2372,113,45,22,6,2563,1939,88,48,8,0,2094,1454,105,44,8,8,1610,942,50,34,4,3,1034,345,46,32,9,3,429,143,22,13,9,0,183,30,4,3,5,4,49,25583,811,530,141,65,27130
206041505,457,59,26,14813,10488,624,432,42,35,11621,8415,523,391,36,30,9396,5979,407,339,33,35,6791,3702,286,289,17,22,4309,1533,170,197,17,13,1936,507,87,116,26,13,743,176,50,61,16,19,324,104040,3992,3424,401,320,112180
206041506,72,11,3,1300,929,117,77,12,0,1131,870,104,64,12,7,1059,698,91,51,3,5,845,447,62,36,4,5,558,200,39,25,5,0,277,73,21,18,4,0,108,23,16,10,4,3,48,10105,783,586,89,42,11608
206041507,0,0,0,47,45,0,0,0,0,45,38,0,0,0,0,40,44,0,0,0,0,44,24,0,0,0,0,24,9,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,347,0,0,0,4,349
206041508,47,8,11,3739,2676,57,53,7,3,2802,2155,80,48,5,10,2297,1453,55,26,6,3,1548,837,42,29,7,11,919,284,19,15,6,3,328,82,16,11,0,0,113,15,4,9,7,7,36,27891,468,369,72,86,28884
206041509,32,8,0,1452,1173,43,39,9,3,1259,1097,34,17,8,0,1158,865,31,29,8,4,938,503,18,16,3,5,544,231,26,6,11,0,275,66,13,0,4,0,90,23,4,4,3,0,39,11630,355,336,65,27,12410
206041510,25,14,0,662,437,59,27,8,0,529,414,44,24,4,0,489,320,33,27,3,4,384,237,22,17,3,3,279,105,21,16,0,0,142,29,8,5,0,0,45,11,8,0,0,0,23,4891,356,239,49,13,5553
206051128,74,19,8,1878,1323,190,82,12,11,1622,1065,188,92,15,5,1372,779,187,77,9,6,1056,497,128,59,16,0,706,213,67,60,17,0,360,87,75,40,9,3,214,24,35,26,16,3,101,13819,1331,695,150,70,16077
206051129,53,9,4,293,132,75,74,11,0,291,165,73,68,5,3,313,112,48,49,7,3,215,66,51,38,3,0,157,28,23,28,5,0,85,17,14,8,3,0,46,7,7,4,3,0,20,1709,448,492,55,16,2720
206051130,50,6,0,446,278,88,57,17,0,437,270,92,44,8,3,413,203,82,48,14,0,352,159,75,33,12,5,279,73,50,23,0,0,148,27,23,15,5,0,72,10,11,10,4,5,48,3271,633,404,75,19,4404
206051134,60,3,0,353,164,59,58,3,0,291,183,53,37,9,5,283,133,58,44,5,0,238,113,26,43,3,0,180,48,21,26,3,3,102,20,23,13,0,0,53,18,8,14,0,0,39,2529,436,473,45,19,3500
206051511,82,19,13,3659,2997,174,66,3,14,3260,2675,194,68,18,12,2961,1984,144,60,13,13,2209,1200,108,45,6,9,1375,496,74,29,6,6,618,125,50,3,8,0,189,38,11,3,3,3,61,27599,1411,832,119,150,30107
206051512,76,17,7,2382,1636,243,94,12,3,1994,1348,208,84,6,6,1659,910,189,68,14,4,1185,632,134,70,15,4,859,260,94,44,18,6,420,89,35,33,11,6,172,40,20,22,8,9,95,18721,1542,760,145,79,21249
206051513,51,4,3,590,447,77,43,5,0,579,392,71,39,8,0,514,312,57,34,11,5,410,216,52,37,0,0,316,103,36,27,6,0,177,45,19,14,3,0,86,20,4,3,4,0,43,4511,533,449,51,27,5570
206051514,47,8,5,988,768,79,56,0,4,903,634,104,54,8,0,804,476,77,50,10,3,612,311,60,56,12,3,435,130,45,29,5,6,204,59,24,19,9,0,111,19,12,13,3,0,52,8060,606,526,74,24,9288
206061135,49,10,0,612,475,89,44,8,8,619,469,79,48,13,0,609,391,72,52,8,3,525,249,48,44,12,7,354,171,32,25,8,3,234,62,28,18,13,3,127,27,24,22,10,0,82,5286,610,475,98,31,6497
206061136,80,11,4,969,601,153,94,10,5,858,519,160,73,23,0,778,405,127,87,18,3,637,260,93,55,16,0,426,164,53,36,9,3,268,49,46,29,7,0,131,13,15,20,4,3,56,9007,1158,814,133,43,11151
206061138,41,6,6,406,265,79,40,13,0,405,311,97,49,12,0,469,312,99,46,12,7,477,240,67,57,12,4,390,118,67,38,16,7,247,66,71,38,15,0,184,27,47,30,13,10,127,3383,710,470,129,32,4728
206061515,41,5,0,616,430,73,38,7,0,548,382,93,32,7,0,520,283,66,42,15,0,409,191,51,36,4,0,287,89,29,20,6,0,142,37,38,12,4,0,91,10,21,6,6,0,52,5687,606,392,81,36,6791
206061516,59,8,0,559,339,84,56,10,3,491,267,96,49,11,3,420,223,74,43,7,0,347,111,51,22,6,0,202,68,32,22,9,0,124,21,25,18,4,0,77,9,15,11,8,0,38,5198,671,436,88,27,6417
206071139,52,8,5,1209,966,82,33,5,6,1088,753,93,32,5,3,888,601,71,37,10,4,717,406,48,36,14,0,502,196,36,13,10,0,253,54,13,14,9,0,94,17,4,8,3,0,36,9528,597,421,70,30,10652
206071140,46,8,0,212,118,24,30,7,0,185,128,51,44,6,0,225,76,30,41,3,0,156,83,27,35,7,0,158,30,16,24,6,0,74,17,12,19,0,4,49,9,11,11,3,0,33,1633,255,376,40,10,2317
206071141,78,11,6,1501,937,145,67,9,5,1167,767,120,56,9,4,961,597,95,38,6,4,742,360,63,30,10,3,466,198,47,24,9,0,273,69,18,4,7,0,99,23,19,10,5,3,52,11947,1060,633,95,55,13793
206071142,88,15,10,1598,1097,141,72,11,9,1326,994,108,89,13,4,1211,842,95,71,12,6,1025,652,46,51,0,0,760,318,45,27,7,5,392,102,23,18,4,7,148,25,17,15,4,4,66,13834,910,731,96,68,15640
206071143,61,3,5,367,239,68,71,0,8,384,214,56,59,7,0,331,190,56,53,6,0,301,139,44,46,3,0,238,50,23,33,4,0,109,28,15,19,4,0,67,14,12,7,3,0,46,3060,420,576,40,33,4130
206071145,45,0,4,470,303,36,40,0,0,383,313,51,38,5,4,405,274,28,35,0,0,337,201,31,31,4,0,266,96,23,34,4,0,159,26,14,17,0,0,57,14,9,11,9,0,41,3466,286,372,29,18,4164
206071517,95,16,8,3286,2224,258,91,20,15,2610,1640,250,95,14,7,2002,1002,152,84,8,5,1255,667,101,60,13,8,847,262,84,34,14,4,405,98,43,28,9,6,183,27,18,16,9,9,78,25741,1740,872,148,98,28596
206071518,61,0,6,1566,1201,106,70,11,10,1393,1125,107,74,9,0,1315,857,110,62,8,0,1042,610,66,52,9,5,734,302,44,42,11,5,400,85,32,22,8,4,153,29,17,17,0,0,72,13966,817,639,94,51,15567
207011146,15,4,0,204,167,58,42,4,0,268,150,42,27,10,0,231,112,33,22,6,0,175,94,28,22,8,0,149,62,24,18,4,0,109,15,16,6,4,0,46,14,5,6,3,0,31,1785,317,235,44,6,2390
207011147,43,11,0,426,313,112,45,20,3,499,304,107,61,24,4,495,316,87,61,14,3,480,204,63,41,16,9,341,130,54,26,10,0,218,43,30,21,3,5,99,31,22,14,8,0,66,3710,693,446,138,30,5014
207011148,27,13,8,343,210,125,54,19,0,420,242,110,61,15,3,431,206,85,61,15,4,372,152,56,38,9,4,263,82,36,29,8,0,161,37,22,18,7,0,88,16,23,11,13,0,62,2488,662,441,135,23,3755
207011149,72,23,5,934,733,121,61,19,4,941,723,143,85,17,5,978,612,118,72,14,8,825,471,95,67,21,0,654,224,64,56,14,6,368,83,33,51,16,4,179,31,19,19,16,0,88,7807,888,655,183,33,9574
207011150,59,12,5,1015,802,86,62,11,0,962,569,113,61,11,8,763,418,102,50,11,0,577,260,74,58,9,3,395,87,45,41,3,0,177,55,24,21,7,0,112,18,5,15,12,0,44,6807,649,489,91,20,8052
207011152,55,11,4,1320,1030,139,48,10,0,1232,887,143,61,18,7,1115,676,148,58,14,10,901,431,102,62,14,5,607,208,58,43,3,0,313,83,43,28,10,3,163,32,27,21,4,4,77,9865,995,549,111,41,11561
207011154,30,3,0,263,194,55,27,6,0,283,196,60,28,4,0,290,171,39,25,6,0,231,146,37,23,8,3,225,73,29,16,4,0,117,23,12,11,0,0,52,12,6,6,8,0,29,2156,322,222,44,12,2748
207011155,40,13,0,605,467,112,52,19,0,648,487,150,56,16,9,707,437,104,41,11,8,604,335,91,65,14,0,509,152,51,30,8,4,241,56,43,27,8,0,142,25,24,20,12,0,83,4958,795,473,126,23,6377
207011519,41,13,4,728,517,79,38,8,5,640,528,66,27,13,0,636,407,80,42,0,0,538,297,47,20,7,0,370,130,48,22,3,0,202,49,23,14,0,0,94,17,13,7,5,0,41,6334,536,316,66,17,7271
207011520,37,9,0,926,770,89,46,3,3,912,747,115,40,5,3,917,542,74,42,4,0,659,408,74,43,10,0,528,178,38,32,6,3,257,79,27,15,5,0,125,31,17,19,8,3,78,7855,648,427,75,31,9031
207011521,38,11,0,847,696,72,40,8,0,815,738,84,39,6,0,870,611,81,47,3,0,748,447,51,44,12,0,559,218,42,38,4,3,313,70,24,11,3,0,108,29,17,11,4,0,61,6512,539,389,68,23,7535
207011522,41,4,4,397,354,79,46,18,3,496,357,75,47,12,0,497,306,69,41,13,9,438,271,58,34,12,0,369,124,43,39,9,0,218,40,22,15,5,4,88,11,24,17,0,0,52,3896,500,415,86,20,4911
207021156,30,5,5,278,229,58,32,7,6,331,267,50,36,8,3,366,214,39,28,10,0,297,153,34,30,0,0,219,77,26,12,5,4,116,30,16,10,3,0,56,18,5,0,7,3,33,2359,340,256,52,20,3028
207021157,43,13,6,729,659,84,50,15,10,808,653,70,80,15,0,823,560,75,58,13,6,711,410,54,44,3,0,517,166,39,25,10,4,239,60,17,17,6,3,107,29,5,16,13,0,68,8357,643,550,137,45,9735
207021159,31,18,0,249,173,46,38,6,0,262,175,70,45,18,5,306,170,60,42,6,0,279,117,44,33,8,0,208,78,37,25,9,0,150,24,26,10,6,0,66,9,25,12,11,0,48,1965,473,328,101,8,2883
207021160,47,12,3,371,311,43,23,8,0,394,304,54,38,14,0,409,270,39,47,4,3,365,204,21,29,4,3,263,81,18,18,4,0,111,23,5,11,3,0,47,10,12,7,9,0,42,2834,311,298,84,13,3534
207021424,36,15,0,285,181,42,40,13,0,274,160,40,28,6,4,240,205,45,35,12,0,296,127,42,28,8,0,210,69,23,19,4,0,113,16,8,3,0,0,34,15,6,11,0,0,23,2146,329,288,80,13,2853
207021425,47,11,5,485,332,82,48,9,5,470,351,67,48,9,4,469,331,59,44,11,0,449,251,41,28,8,0,334,122,33,21,7,3,186,34,21,11,3,0,71,14,6,11,0,0,35,3483,515,374,93,28,4488
207031161,68,16,0,858,655,123,77,10,0,867,675,131,83,14,3,905,553,113,71,14,7,756,445,79,50,14,4,599,167,41,31,6,0,247,51,25,24,15,4,111,36,16,13,5,0,72,6716,820,628,125,41,8331
207031162,21,5,0,152,117,16,23,9,0,169,140,32,37,5,0,212,112,23,25,0,4,159,97,21,27,0,0,147,51,6,16,0,3,82,21,9,7,3,0,41,7,4,3,3,0,12,1242,180,234,45,18,1718
207031163,69,21,3,2040,1773,150,75,25,11,2029,1714,111,77,12,5,1922,1533,111,69,17,12,1751,1085,81,70,16,3,1250,431,50,40,9,0,526,131,26,24,7,3,185,55,8,15,0,0,79,18060,1019,694,177,75,20027
207031164,31,13,4,284,208,79,45,15,0,351,209,68,63,16,0,349,184,38,46,8,0,274,144,37,45,0,6,224,54,20,21,3,3,101,15,13,9,3,0,47,9,8,13,5,0,29,1887,411,391,83,25,2791
207031165,37,3,0,880,706,55,30,8,0,799,645,72,27,4,0,758,547,59,29,8,4,637,413,33,17,8,0,482,163,22,15,3,0,206,54,14,0,6,0,68,29,4,5,7,0,48,6989,399,301,59,32,7783
207031166,20,8,3,623,549,42,33,3,0,636,517,31,22,4,0,577,428,22,26,0,0,473,310,18,15,6,0,357,108,9,12,4,0,134,23,6,14,4,0,46,16,0,9,0,3,30,5369,257,229,48,27,5932
207031167,29,5,0,309,234,43,34,11,3,325,248,43,26,3,0,327,204,51,20,9,0,281,176,29,31,4,0,237,81,40,16,5,0,145,27,16,7,6,0,55,3,9,11,0,0,33,2414,314,240,44,11,3022
208011168,42,6,0,277,166,72,64,10,0,313,176,76,65,12,4,330,129,76,46,3,0,249,111,60,43,10,3,230,47,51,34,10,0,137,34,23,18,11,0,79,9,17,8,5,0,37,1695,477,397,63,19,2651
208011169,88,17,7,896,666,210,106,20,8,1011,708,215,128,27,5,1080,648,213,106,15,10,991,465,136,119,24,9,744,242,98,73,28,4,442,98,88,43,17,3,251,39,55,37,30,4,159,7829,1338,890,207,60,10327
208011170,32,4,0,339,253,93,64,19,0,428,279,69,66,15,4,422,241,78,57,16,0,387,159,69,45,9,0,281,62,47,43,9,0,153,25,28,8,11,0,74,16,13,17,8,0,53,2627,541,440,87,6,3698
208011171,59,4,7,630,466,123,53,10,4,661,472,118,52,10,0,651,399,108,62,7,3,578,260,61,52,10,5,395,124,54,23,5,0,210,43,35,7,3,0,91,9,9,6,0,0,27,4856,744,433,65,31,6134
208011172,62,11,3,384,264,100,68,10,5,449,277,123,85,8,0,499,265,127,63,13,0,468,190,80,71,15,3,355,76,44,35,0,0,159,32,20,18,6,0,77,3,20,10,7,0,49,2968,702,548,95,27,4331
208011173,45,10,7,513,443,110,73,15,0,640,422,124,66,14,3,630,383,107,82,21,4,595,279,80,59,21,4,439,151,64,31,6,0,253,62,30,30,9,0,138,20,27,9,6,0,61,4345,728,528,116,31,5742
208021174,85,19,3,654,511,125,96,14,5,752,505,126,101,12,0,749,412,95,88,8,0,607,293,68,63,10,0,437,136,37,38,12,0,227,57,25,26,10,0,114,17,7,16,5,4,44,4929,759,683,117,34,6521
208021176,35,9,0,341,219,61,46,8,0,335,198,64,51,8,3,325,196,34,47,8,0,289,140,35,36,6,0,227,76,24,26,5,0,136,25,10,13,0,0,45,12,3,9,0,0,25,2936,431,422,84,14,3892
208021177,80,9,0,801,637,106,80,11,0,841,552,107,89,21,0,770,483,70,78,15,4,650,341,95,71,15,3,521,188,72,67,23,3,350,82,62,45,19,0,203,28,31,14,18,4,91,6105,780,765,154,37,7839
