POW_SA2_CODE_2021,P_OthSvs_H_0,P_OthSvs_H_1_19,P_OthSvs_H_20_29,P_OthSvs_H_30_34,P_OthSvs_H_35_39,P_OthSvs_H_40_44,P_OthSvs_H_45_49,P_OthSvs_H_50ov,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_19,P_IDNS_H_20_29,P_IDNS_H_30_34,P_IDNS_H_35_39,P_IDNS_H_40_44,P_IDNS_H_45_49,P_IDNS_H_50ov,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_19,P_Tot_H_20_29,P_Tot_H_30_34,P_Tot_H_35_39,P_Tot_H_40_44,P_Tot_H_45_49,P_Tot_H_50ov,P_Tot_H_NS,P_Tot_H_Tot
208021178,19,55,36,29,33,33,11,14,0,231,9,41,24,15,28,38,8,21,36,226,275,991,869,677,956,1379,263,538,81,6028
208021179,29,68,54,23,57,29,15,23,9,296,5,30,26,16,51,42,7,22,33,231,261,1183,800,449,848,777,180,442,79,5016
208021180,11,17,13,4,0,10,4,4,0,62,0,5,9,7,12,6,0,5,12,54,73,285,216,143,270,236,60,131,21,1432
208021181,3,21,8,9,7,11,0,9,0,70,3,15,7,0,10,11,6,4,16,75,77,337,231,135,265,218,70,139,32,1498
208021182,10,28,33,12,13,12,4,13,3,138,0,13,11,7,19,21,7,17,11,96,108,725,416,230,378,422,121,259,27,2694
208021426,15,34,32,13,46,40,28,26,5,233,8,15,17,15,34,52,9,15,45,206,236,795,655,444,979,1376,306,530,75,5399
208021427,10,29,12,6,7,15,0,4,0,84,0,14,14,6,19,14,0,8,12,86,89,419,311,218,398,382,114,225,37,2194
208031183,0,11,11,6,11,5,3,4,0,49,6,18,7,7,19,22,10,8,6,100,54,282,168,88,324,283,74,150,16,1451
208031184,17,35,34,19,119,102,36,58,5,422,23,109,119,80,454,332,60,129,143,1456,352,971,893,700,3895,3499,852,1513,231,12916
208031185,10,21,22,3,9,10,0,0,3,81,4,15,11,0,8,17,0,6,22,90,101,477,311,167,318,294,82,173,43,1966
208031186,14,23,17,7,4,10,8,3,0,87,0,15,8,7,11,15,0,8,22,82,132,486,394,256,402,388,104,293,46,2496
208031187,5,13,4,0,17,20,0,0,0,70,0,9,9,3,34,20,3,12,16,113,67,338,214,143,391,337,90,146,34,1752
208031188,45,131,106,51,117,115,19,47,0,639,30,104,88,42,180,156,18,61,88,774,954,2999,2043,1100,2773,2358,623,1113,188,14147
208031189,9,15,25,12,10,5,5,4,0,91,0,12,3,6,11,16,0,9,11,69,130,417,319,224,339,332,110,262,32,2166
208031190,23,42,33,15,35,37,13,15,5,208,7,22,17,12,38,47,5,19,33,197,257,1219,810,488,957,907,286,581,72,5584
208031191,34,106,93,61,275,200,49,101,10,932,37,136,114,61,312,315,57,108,133,1280,697,1992,1899,1444,4320,4623,1086,1873,251,18187
208031192,0,7,0,0,17,10,3,3,0,48,7,24,15,15,74,55,8,25,33,249,193,433,409,198,919,748,227,320,53,3502
208031193,29,83,63,30,51,65,13,26,3,360,14,55,32,36,134,108,17,51,64,507,294,1270,957,627,1438,1486,396,763,117,7346
208041194,30,98,71,34,67,59,18,27,5,410,19,54,47,29,67,65,10,46,91,435,583,1845,1670,1111,2432,2024,535,1127,163,11486
208041195,60,111,54,29,58,43,7,12,7,384,20,66,61,30,68,79,21,39,107,486,1267,3471,2075,997,2697,1670,444,872,213,13710
209011196,9,22,29,14,46,46,6,32,0,209,4,16,11,8,24,38,9,14,17,140,122,356,321,235,474,517,126,296,37,2472
209011197,32,82,69,35,78,43,14,18,6,373,6,33,22,13,39,27,10,19,49,221,476,1845,1175,642,1213,1026,309,532,107,7322
209011198,24,34,44,18,22,19,17,14,6,188,13,38,34,25,34,66,13,20,109,350,958,2125,2249,2174,2495,3266,635,1259,193,15349
209011199,10,34,39,25,64,83,23,50,6,315,23,43,44,27,147,142,22,42,65,556,305,941,951,732,1838,2055,468,772,128,8192
209011200,15,40,32,17,19,10,3,4,0,143,7,20,16,15,15,24,3,11,24,126,200,928,684,419,634,656,187,399,51,4162
209011201,7,9,19,0,10,13,0,5,5,65,0,10,0,5,3,7,0,6,3,34,65,344,219,148,213,281,75,153,13,1509
209011202,12,35,16,11,17,18,6,14,3,126,4,18,14,7,12,17,3,5,16,95,196,788,559,296,503,486,150,327,53,3348
209011203,5,19,14,4,6,7,0,6,0,64,3,16,3,3,18,17,0,8,20,80,116,494,366,256,571,794,261,385,41,3288
209011204,17,18,18,7,16,10,0,5,0,87,0,4,3,6,3,9,0,3,14,50,80,356,242,121,242,241,70,151,31,1532
209021205,5,12,13,5,10,15,4,0,3,75,11,24,12,16,38,25,10,5,53,181,323,884,888,492,1632,1142,303,505,90,6259
209021428,45,116,112,55,188,161,38,59,9,791,31,102,68,46,213,153,27,62,163,866,1005,2988,2310,1385,4351,3553,978,1488,333,18384
209021429,13,14,11,4,11,4,0,7,0,70,7,11,8,3,5,9,0,3,22,81,121,511,404,259,506,411,107,239,44,2595
209021523,4,11,6,4,3,11,0,3,0,41,4,7,11,3,7,6,4,0,14,65,86,269,271,169,281,241,53,133,29,1529
209021524,0,10,4,0,5,8,0,0,0,32,0,12,11,5,13,12,0,5,13,66,46,174,196,101,227,207,56,85,30,1123
209021525,13,17,7,4,13,14,0,3,0,69,3,15,3,3,13,4,0,0,19,60,111,401,358,187,341,322,76,149,32,1977
209021526,17,45,29,7,30,51,13,31,6,225,13,38,30,25,94,83,12,31,48,370,181,643,555,369,1130,1020,257,476,111,4739
209031209,48,69,53,27,52,68,11,22,5,358,9,40,25,16,27,51,9,26,34,229,419,1667,964,583,927,1152,276,595,86,6668
209031210,0,11,11,0,5,5,5,0,0,35,0,4,3,0,0,0,0,3,3,20,30,167,87,51,77,127,33,57,6,642
209031211,0,12,5,3,0,6,0,0,0,35,4,3,0,4,3,5,0,4,4,33,57,141,121,61,146,185,38,98,17,858
209031212,3,9,6,4,6,3,0,3,0,40,5,5,7,4,3,8,0,4,3,46,67,245,153,115,144,212,67,162,18,1179
209031213,9,31,19,10,8,14,6,9,0,100,4,14,9,3,10,8,3,3,14,65,128,404,315,202,435,358,76,212,25,2166
209031214,7,17,12,5,9,13,0,0,0,65,6,15,13,7,13,25,0,6,12,90,82,310,191,124,200,300,67,183,26,1482
209031215,21,34,25,9,16,24,3,12,3,154,4,20,10,8,14,15,4,9,17,90,175,728,421,246,387,483,138,254,36,2875
209041216,4,21,27,9,30,21,5,3,0,126,4,25,16,12,59,37,14,20,44,223,271,693,594,351,1106,1036,253,389,78,4768
209041217,5,11,7,3,10,7,4,3,0,45,0,5,6,3,9,7,0,4,8,53,107,485,380,234,297,231,73,108,25,1932
209041220,29,49,36,10,31,19,0,10,0,191,10,26,25,10,28,23,6,7,49,189,381,1411,885,491,1072,763,183,322,109,5617
209041221,5,4,3,5,0,0,0,0,0,19,0,7,4,0,5,8,0,0,11,37,34,167,123,67,136,155,35,71,12,811
209041223,25,101,80,43,197,179,57,94,7,776,35,141,139,78,489,348,69,131,174,1599,533,1751,1654,1142,4594,4407,1058,1900,359,17393
209041224,19,25,25,10,24,30,16,15,0,162,3,24,21,11,27,26,5,15,27,152,178,812,557,287,598,595,166,358,78,3623
209041225,11,17,10,8,13,23,4,12,0,93,6,11,6,10,17,19,3,5,22,96,133,495,339,229,397,440,120,268,39,2459
209041431,6,6,0,3,5,0,0,4,0,23,4,8,6,6,8,12,4,3,18,71,75,206,242,171,338,209,62,156,36,1480
209041432,33,68,71,29,102,91,21,48,4,465,19,94,64,37,200,170,49,63,149,833,787,2188,1894,1504,3246,3237,710,1307,281,15155
209041433,3,13,15,4,13,28,5,5,0,96,7,15,24,10,63,61,13,20,31,243,128,478,463,226,774,792,286,405,98,3642
209041435,7,7,7,0,4,3,0,4,0,36,0,4,6,4,6,0,0,3,8,33,44,176,125,71,192,153,32,75,19,878
209041436,13,24,19,10,27,24,3,10,0,135,3,18,15,3,23,18,0,9,30,117,152,652,531,316,745,557,132,262,63,3415
209041437,7,13,6,3,0,0,0,0,0,37,0,9,8,7,11,16,0,0,19,92,60,311,289,152,390,410,127,250,37,2036
209041527,14,19,18,12,9,12,0,4,5,88,7,12,10,5,22,7,0,3,20,87,131,475,363,199,507,489,158,249,53,2625
209041528,0,21,6,0,7,9,0,6,0,39,0,0,0,4,5,8,0,0,16,32,38,292,147,73,161,155,44,87,20,1025
209041529,8,16,6,6,5,8,3,0,0,54,5,3,7,8,5,7,0,0,15,55,56,307,240,149,237,178,56,108,31,1347
209041530,3,15,9,4,8,7,3,6,0,47,3,28,30,15,41,50,5,10,48,224,80,322,368,249,658,627,139,317,72,2830
209041531,3,10,7,5,0,4,0,3,0,40,0,3,3,4,10,0,0,3,8,37,55,270,179,97,200,168,47,96,20,1129
209041532,4,9,3,0,6,0,0,3,0,32,3,9,0,0,3,6,0,0,10,40,78,283,180,110,274,240,84,113,16,1384
210011226,22,58,38,27,83,92,22,47,4,394,11,29,10,17,64,37,12,17,43,249,308,1020,592,335,989,943,244,441,85,4961
210011227,5,11,9,3,70,49,5,17,0,180,17,19,16,5,51,31,7,10,67,226,371,622,493,332,1642,1243,422,559,118,5795
210011228,37,39,70,36,139,153,32,61,9,585,43,120,114,87,355,341,81,143,185,1474,612,1596,1653,1125,4827,5088,1302,2494,364,19052
210011230,12,29,27,9,19,26,0,8,0,127,5,14,7,0,20,12,0,5,20,86,142,477,339,191,390,489,133,257,44,2467
210011231,11,26,11,5,10,5,0,5,0,74,5,6,3,0,10,8,0,8,11,47,88,339,207,122,212,243,77,160,22,1470
210011533,5,20,8,4,5,5,0,8,6,70,6,10,10,5,13,16,3,3,23,83,69,351,320,158,243,224,42,127,46,1583
210011534,11,20,16,13,12,3,5,3,0,85,3,11,18,7,16,16,3,3,23,103,120,463,400,238,390,378,119,266,56,2424
210021232,17,47,46,17,26,28,9,27,3,215,3,31,11,11,26,30,8,10,29,159,225,979,643,386,689,801,233,425,81,4464
210021233,0,10,6,0,0,3,0,0,0,19,0,0,0,7,0,7,0,9,4,32,63,163,95,69,111,147,44,113,10,827
210021234,4,4,0,3,4,7,0,8,0,36,0,3,0,0,5,0,0,0,3,12,47,199,108,64,123,151,34,90,11,819
210021235,14,18,22,7,12,17,8,18,3,117,7,16,3,5,7,17,3,12,17,100,133,450,332,174,317,404,123,318,56,2301
210031236,23,47,45,22,121,91,42,36,3,434,8,41,44,30,102,88,11,36,43,408,206,805,672,405,1172,1188,309,589,100,5440
210031237,9,18,18,14,38,30,9,7,3,148,3,20,11,3,20,20,6,9,20,115,113,427,397,218,489,431,107,210,67,2467
210031439,5,3,0,0,0,3,0,0,0,10,0,0,0,0,0,5,0,0,0,7,9,31,31,8,32,29,3,28,3,173
210031440,8,15,15,11,51,40,13,10,0,161,3,10,9,0,9,11,0,5,7,63,60,195,178,79,341,323,64,121,27,1382
210031535,9,18,24,7,19,17,0,8,5,96,6,6,14,8,17,15,0,6,25,98,111,326,392,242,484,373,82,178,50,2238
210031536,15,3,11,11,7,3,4,4,0,56,3,14,11,0,7,14,0,4,11,64,89,279,257,151,296,233,59,130,25,1522
210031537,0,11,5,3,9,4,0,0,0,36,0,0,0,5,3,4,6,5,4,23,42,205,129,81,126,131,43,98,6,862
210031538,11,19,14,8,14,19,3,6,0,100,8,15,14,6,10,21,0,4,12,97,135,414,374,224,439,429,119,235,30,2401
210041240,10,15,3,0,6,6,3,0,3,53,0,15,6,9,5,22,0,0,12,70,114,322,296,179,339,390,129,262,39,2068
210041539,6,4,3,0,0,3,0,4,0,20,4,4,0,3,3,4,0,0,5,22,24,79,71,35,88,96,19,48,7,467
210041540,41,64,56,24,64,77,20,32,3,377,9,34,16,15,38,39,3,12,40,207,385,1477,986,563,1172,1087,311,498,87,6578
210041541,12,11,7,0,9,7,3,4,8,61,0,4,0,0,3,5,0,5,13,38,62,155,154,109,205,176,43,134,27,1061
210051242,31,47,70,42,107,44,13,25,6,382,20,63,58,32,154,141,34,47,129,685,562,1545,1474,1072,3438,2812,694,988,261,12848
210051243,32,99,99,67,312,270,61,95,15,1039,65,225,212,125,800,540,143,195,306,2622,701,2306,2270,1513,7098,6689,1991,3261,556,26381
210051245,16,40,23,7,37,31,6,4,5,170,6,18,32,10,32,26,6,6,40,181,235,743,609,331,850,735,206,384,86,4193
210051246,7,32,25,5,10,9,0,0,0,93,8,20,5,3,20,26,4,11,24,126,114,523,375,237,500,556,148,351,70,2879
210051247,9,12,4,4,0,3,0,0,0,21,3,16,6,0,9,4,0,0,24,63,45,168,176,83,155,118,24,74,39,884
210051248,8,10,4,4,11,13,3,5,0,56,21,48,46,16,151,107,21,48,139,589,1535,1635,1660,989,4108,3250,1026,1541,338,16084
210051250,20,41,34,14,72,58,11,20,6,284,12,35,26,23,94,76,9,28,50,346,145,430,393,238,1160,1125,274,466,98,4332
210051441,4,10,11,0,3,7,0,0,0,35,0,7,4,4,8,7,0,0,13,46,74,323,220,114,264,212,85,106,35,1437
210051442,0,3,6,0,0,4,0,5,0,24,0,7,6,4,4,11,0,5,23,59,71,315,284,148,340,260,75,120,47,1656
210051443,7,23,31,8,26,38,16,20,0,168,5,37,29,9,48,65,4,22,63,291,201,476,544,313,1140,1252,325,524,128,4897
210051445,0,10,16,11,4,11,0,6,0,71,6,16,11,10,21,13,3,9,29,119,97,372,391,188,571,516,140,293,73,2642
210051542,3,0,0,0,0,0,0,4,0,17,3,4,0,4,4,7,0,6,3,30,30,81,96,54,119,111,17,53,10,560
210051543,12,26,16,8,9,8,4,6,0,92,3,16,18,0,15,9,0,4,41,119,173,823,490,247,551,322,82,122,80,2892
210051544,6,28,25,11,73,83,21,26,3,278,18,63,47,35,179,141,29,53,99,676,200,920,816,547,2157,1821,567,972,213,8221
210051545,4,10,5,0,0,3,0,0,0,23,0,0,7,7,4,3,6,0,20,57,49,230,185,96,157,127,37,58,30,971
211011251,39,75,54,34,131,180,44,89,9,654,37,88,94,71,379,305,71,95,109,1245,431,1244,1209,879,3679,3525,912,1556,205,13634
211011254,27,54,55,23,120,168,42,69,3,563,41,120,87,99,485,402,104,145,142,1625,567,1486,1360,1003,5097,4654,1262,1838,259,17517
211011255,9,11,10,5,3,0,0,5,0,41,5,4,5,0,0,0,0,3,6,22,39,132,105,52,89,141,38,106,7,706
211011256,13,35,17,19,64,69,29,31,6,276,5,19,30,17,90,82,19,35,34,345,232,1074,654,391,1285,1233,356,584,64,5866
211011257,16,29,17,12,30,54,16,20,0,185,8,21,18,9,74,89,23,20,22,274,78,310,248,187,838,889,200,368,50,3154
211011258,15,29,13,4,13,7,0,7,0,93,0,13,7,18,21,30,0,15,17,124,90,339,250,192,550,620,165,296,41,2543
211011259,10,37,20,14,18,30,4,15,0,142,7,22,22,15,16,13,0,11,37,144,261,993,812,606,800,695,184,365,77,4792
211011260,46,70,65,44,53,48,9,15,0,348,5,43,27,16,39,34,13,17,58,252,544,1901,1189,679,1434,1209,291,499,122,7877
211011446,30,51,46,11,48,27,18,30,4,270,6,47,31,24,87,100,17,28,40,389,328,1311,979,552,1560,1214,331,604,97,6973
211011447,15,39,24,19,18,22,8,20,0,156,0,21,21,6,21,16,0,11,15,110,132,576,457,312,493,437,113,265,29,2820
211011448,18,45,29,17,78,91,23,39,3,342,11,26,25,12,69,41,10,23,26,242,308,1002,816,622,1081,1051,262,443,61,5638
211011449,3,7,9,3,8,13,0,0,0,45,0,3,0,6,3,7,0,4,5,28,32,130,92,60,68,79,26,78,4,569
211021261,4,20,15,4,14,16,0,6,0,83,0,31,16,5,20,13,0,5,14,103,111,603,464,274,433,463,130,349,41,2874
211021262,19,20,23,13,10,15,5,10,0,121,0,17,5,10,17,24,0,15,15,99,187,573,380,214,305,394,86,265,30,2438
211031263,21,41,43,28,105,119,31,72,0,458,18,60,58,49,260,194,40,79,80,831,315,1111,848,607,2429,2499,708,1179,167,9859
211031265,4,25,20,5,10,13,3,5,0,87,4,14,4,4,14,11,4,10,18,95,99,428,298,210,323,383,116,285,26,2171
211031266,68,135,131,58,165,171,36,69,7,850,19,78,59,35,134,103,26,61,94,617,1073,3107,2261,1272,3300,2789,763,1406,212,16187
211031267,25,58,37,11,25,29,11,19,0,207,5,21,23,9,28,37,7,14,32,185,334,1081,1023,849,1010,1222,323,565,72,6475
211031268,12,23,19,12,15,12,0,5,0,102,4,9,13,0,9,9,0,3,8,54,73,393,271,148,197,213,51,125,22,1500
211031450,31,45,49,25,71,66,18,35,4,341,11,17,9,9,29,32,8,18,36,171,259,764,623,412,775,798,228,401,68,4317
211031451,9,24,20,12,4,12,7,8,0,96,0,28,9,11,10,14,5,7,18,96,151,823,557,317,567,445,135,261,45,3300
211031452,6,12,6,10,17,45,13,10,0,117,6,17,10,13,90,85,11,24,25,274,61,294,243,180,804,734,140,295,38,2784
211041269,17,44,37,13,22,19,0,3,4,158,5,21,19,11,19,26,3,11,38,152,303,1167,794,472,981,801,172,385,67,5137
211041270,24,53,56,25,89,95,23,48,0,409,11,37,40,32,111,98,14,25,42,417,288,1078,1013,576,1617,1663,346,653,91,7324
211041271,10,50,32,24,99,77,18,38,3,353,16,43,28,32,117,121,24,29,52,477,346,1123,943,552,1682,1522,319,597,123,7205
211041272,12,28,27,21,51,34,10,23,0,205,0,15,13,16,45,43,4,11,27,175,91,437,395,277,535,573,168,300,43,2815
211041273,6,17,16,6,10,3,4,3,0,61,0,15,11,5,9,14,0,6,13,71,141,677,467,251,375,366,108,204,48,2631
211051274,7,20,10,6,3,8,3,6,0,68,0,19,4,6,23,13,0,4,9,80,153,509,367,218,357,360,104,234,23,2330
211051275,18,35,24,21,25,16,3,6,3,145,3,31,14,5,25,28,10,11,31,157,270,1092,577,318,718,551,177,294,70,4075
211051276,40,70,43,16,36,33,4,19,4,270,10,19,26,14,21,29,3,11,40,174,442,1057,724,431,677,796,196,436,85,4845
211051277,9,22,15,11,32,25,12,20,0,148,3,25,14,17,79,56,8,21,30,266,138,472,357,296,1135,1086,285,547,58,4381
211051278,48,82,88,38,117,149,37,59,7,619,18,51,32,29,71,80,22,26,85,418,604,1747,1329,894,2071,1905,547,1022,171,10287
211051279,4,19,15,8,19,13,6,6,0,88,9,8,10,6,14,12,0,11,8,83,135,380,316,184,400,411,115,264,37,2254
211051280,6,12,9,0,7,10,3,0,0,47,3,6,6,5,19,7,6,11,4,59,58,249,200,127,236,239,75,168,18,1371
211051281,15,35,27,15,12,15,0,3,0,129,4,21,14,3,40,33,4,16,19,160,200,865,665,371,635,556,160,412,59,3927
211051282,4,19,7,3,7,8,0,8,0,46,8,7,7,9,13,11,3,12,11,72,207,529,303,186,247,299,73,192,28,2062
211051283,7,24,18,10,16,24,3,8,0,106,4,18,6,7,13,16,5,7,15,78,111,556,358,208,340,364,119,220,33,2316
211051284,10,20,13,7,3,9,3,3,0,72,3,6,3,0,8,6,6,10,6,48,100,499,271,175,222,243,84,157,20,1765
211051285,6,15,14,12,8,3,3,6,0,72,7,17,16,7,11,15,5,3,9,93,106,390,279,165,295,338,101,230,39,1938
211051286,11,25,14,14,9,26,0,12,0,123,10,39,23,11,26,34,11,17,44,212,242,750,535,341,584,616,144,343,103,3659
212011289,18,43,18,9,14,21,3,17,0,138,4,26,12,6,19,21,4,15,31,145,237,892,531,299,474,551,158,382,92,3625
212011546,35,49,44,17,40,25,8,18,0,243,5,32,18,6,29,38,7,20,41,194,281,1115,713,431,980,916,290,522,82,5310
212011547,9,31,14,7,13,15,0,21,0,111,7,29,19,7,21,21,4,17,32,158,138,488,340,204,427,469,128,467,58,2723
212011548,11,23,19,8,8,25,5,14,0,113,9,12,10,7,34,32,3,21,24,160,160,524,427,298,504,540,171,491,62,3176
212011549,10,25,18,9,8,9,0,5,4,85,3,4,3,0,11,9,4,4,18,54,100,518,345,222,296,226,64,128,43,1942
212011550,10,12,19,5,6,16,0,11,0,83,5,14,8,0,31,33,3,5,20,123,124,371,285,193,591,563,170,294,58,2640
212011551,19,32,37,16,60,70,19,33,5,286,7,19,26,20,72,87,14,36,37,315,256,777,606,395,1261,1289,350,630,95,5659
212011552,27,46,41,21,56,84,20,40,0,324,14,28,16,24,96,87,13,34,71,373,283,1002,746,499,1384,1285,381,716,125,6430
212021293,51,79,79,34,80,53,14,35,8,437,6,46,36,18,51,49,14,18,72,308,546,1766,1717,1245,1893,1709,468,903,155,10402
212021295,4,14,16,15,17,14,8,6,0,84,4,24,7,4,21,27,6,3,25,118,71,335,270,232,397,395,121,205,43,2071
212021297,31,59,40,21,151,182,47,79,12,627,22,83,93,61,337,294,71,120,115,1202,350,1056,1059,669,3226,3303,849,1578,227,12319
212021299,9,14,9,9,8,4,0,10,0,56,5,12,7,5,14,18,3,9,16,76,78,284,227,157,275,319,73,167,36,1616
212021453,3,9,4,3,7,3,0,4,0,45,0,20,4,0,4,12,3,6,11,65,49,221,199,137,242,202,74,147,42,1310
212021454,11,21,17,3,5,9,0,5,0,71,0,10,4,0,14,14,3,5,14,69,118,547,365,156,282,251,89,150,39,1989
212021455,8,9,12,0,8,8,0,5,0,39,0,7,6,0,13,3,0,3,13,46,49,186,171,88,206,175,42,88,25,1022
212021456,43,115,88,40,74,67,16,21,0,470,19,55,49,22,69,62,8,31,87,402,848,2829,1885,875,2186,1624,363,674,193,11473
212021553,16,16,11,9,8,14,0,3,0,74,0,19,9,0,11,16,0,5,20,87,100,436,322,241,406,362,112,236,34,2256
212021554,4,16,9,6,8,6,4,0,0,40,0,11,5,7,11,7,0,5,3,52,83,477,210,117,211,190,56,85,17,1437
212031300,25,64,62,19,61,61,25,38,10,368,12,35,28,18,52,45,5,21,83,298,482,1860,1251,798,1550,1230,373,671,181,8398
212031303,11,21,27,8,22,13,0,18,3,116,8,26,20,10,37,20,8,27,23,178,142,443,437,273,640,606,188,522,60,3309
212031304,22,27,38,14,41,20,5,8,0,182,4,23,22,11,43,36,9,10,29,180,133,616,559,285,755,653,176,333,61,3578
212031306,7,18,15,6,27,26,6,10,0,105,5,27,21,6,72,52,12,9,33,237,157,542,468,297,788,723,152,280,78,3484
212031308,14,20,19,5,25,27,4,7,0,124,6,18,18,13,16,17,5,9,16,115,90,343,275,164,357,366,137,284,32,2046
212031457,7,24,18,13,9,12,0,9,0,87,4,17,4,4,10,7,4,6,24,79,82,478,282,151,282,215,62,108,32,1701
212031458,4,14,7,4,8,3,0,0,0,44,3,10,6,0,7,3,3,3,13,57,78,301,241,155,351,270,95,164,32,1679
212031555,8,6,10,0,0,0,0,0,0,24,0,6,8,0,9,0,0,3,4,35,56,249,200,125,220,221,42,98,19,1226
212031556,7,14,9,13,21,7,0,3,3,72,4,7,7,0,15,10,4,11,18,72,55,238,269,136,395,315,89,184,43,1724
212031557,6,23,15,7,10,6,0,0,0,67,7,12,11,4,16,18,3,12,28,101,114,493,416,257,634,424,143,276,60,2818
212031558,3,5,3,0,5,6,4,0,0,29,0,6,10,0,11,6,3,0,10,45,97,223,207,138,288,238,78,107,20,1399
212031559,5,3,4,0,0,0,0,0,0,14,0,4,6,6,11,7,0,0,14,56,45,242,211,138,321,219,75,134,30,1413
212031560,3,3,9,4,4,6,3,0,0,35,0,6,11,6,3,6,0,5,7,44,58,221,187,100,188,179,62,104,19,1110
212031561,4,8,0,4,5,4,0,0,0,32,0,5,0,0,8,8,0,0,6,34,46,155,150,94,125,104,31,96,12,815
212031562,5,17,9,3,14,12,0,4,0,71,0,11,10,0,11,17,0,3,21,69,60,328,275,159,353,253,53,145,37,1650
212041309,8,14,19,15,51,22,4,5,4,152,11,31,33,25,82,70,14,16,31,310,130,437,464,286,945,852,186,287,55,3648
212041310,4,35,50,23,117,87,21,33,5,377,19,43,46,33,193,134,30,53,74,630,218,628,655,426,1986,1524,469,723,127,6754
212041312,5,16,16,5,12,12,0,3,3,78,0,27,7,7,23,16,4,8,20,112,112,466,344,222,412,358,85,182,58,2229
212041313,4,16,15,5,6,16,4,5,0,67,3,11,10,5,19,11,0,8,20,77,92,334,255,139,349,358,87,184,40,1842
212041316,11,25,47,22,160,71,14,23,0,385,10,31,28,18,113,68,16,22,38,344,159,376,441,293,1357,1038,297,457,84,4498
212041317,27,81,91,43,175,182,39,55,3,701,15,90,67,54,202,117,32,61,129,768,449,1765,1490,846,2578,2066,569,947,229,10938
212041318,4,11,4,0,3,12,0,5,0,39,3,12,3,8,7,4,0,0,17,67,60,269,198,127,246,186,46,110,33,1274
212041459,9,10,8,5,11,13,8,10,0,76,0,9,6,3,18,4,0,3,18,66,83,308,307,186,353,229,70,130,41,1709
212041460,11,22,11,5,10,23,3,9,4,96,6,18,21,8,18,14,0,7,24,111,104,343,408,228,468,340,87,180,48,2206
212041563,29,93,76,32,140,85,27,45,5,535,24,61,87,51,130,122,24,24,187,702,927,2276,2429,1923,4523,3555,866,1406,353,18266
212041564,46,146,167,90,584,532,180,275,18,2046,115,396,384,263,1691,1458,307,504,570,5692,1386,3590,4062,2987,16973,15755,4724,7304,1041,57819
212041565,27,48,45,19,77,65,17,23,0,311,14,55,65,34,144,118,33,31,63,548,322,1174,885,511,1860,1579,432,718,132,7617
212041566,9,12,24,12,29,31,10,15,0,131,15,46,52,37,202,161,26,40,59,632,186,704,619,442,1919,1549,407,697,110,6628
212051319,15,34,11,12,34,28,14,10,3,159,5,27,21,12,38,52,5,14,32,207,225,818,606,349,890,821,208,426,77,4410
212051321,12,21,10,8,29,37,6,20,0,146,12,32,10,6,48,41,12,20,45,226,237,817,574,356,1083,1266,295,474,85,5179
212051322,37,90,60,38,70,43,15,23,0,379,15,64,39,22,46,61,7,24,89,370,581,2171,1618,813,1813,1369,294,582,164,9409
212051323,10,36,14,6,29,16,4,5,0,115,6,18,7,4,22,18,3,9,19,109,108,543,376,253,425,474,137,289,35,2635
212051324,17,35,37,19,89,69,17,28,0,316,30,62,75,44,237,212,39,72,104,869,476,1748,1478,934,3707,3505,942,1578,189,14560
212051325,46,76,77,53,286,193,51,95,3,874,48,101,112,69,383,373,65,165,178,1496,875,1907,1926,1438,6273,6148,1619,2841,351,23375
212051326,39,92,98,46,127,123,21,38,8,580,17,91,81,49,173,176,25,59,101,777,550,1841,1582,922,2496,2579,670,1133,200,11971
212051327,23,39,34,20,23,15,3,3,0,168,7,24,23,9,31,22,3,13,40,173,241,1046,767,436,770,713,201,421,77,4667
212051567,9,41,43,24,117,108,28,41,7,420,39,100,74,60,270,270,54,78,198,1137,742,2887,1915,1259,5685,5737,1402,2561,351,22542
212051568,11,30,31,8,29,53,12,29,0,209,18,47,63,35,169,148,37,55,126,705,802,1579,2096,2103,3185,4002,974,1509,249,16511
213011328,4,11,9,4,26,15,4,6,0,75,7,13,13,4,15,19,7,17,20,108,77,196,161,124,386,423,109,214,40,1736
213011329,0,5,8,4,0,0,0,0,0,21,7,8,6,4,5,12,0,7,11,53,59,180,169,89,203,148,21,77,27,972
213011331,0,15,3,7,3,0,0,0,0,31,0,4,5,0,4,4,0,3,6,29,38,176,121,76,167,101,27,63,18,789
213011332,10,29,10,10,3,11,5,0,0,77,4,8,8,6,16,10,0,4,27,86,131,568,356,206,353,323,100,153,60,2254
213011333,6,12,4,3,4,4,3,6,0,39,0,8,5,0,5,3,4,0,17,45,43,149,124,79,165,125,41,66,27,814
213011334,12,25,23,9,31,18,3,10,0,130,5,18,15,4,25,19,5,3,37,136,104,461,433,231,543,415,125,200,80,2593
213011335,5,11,8,10,11,16,5,6,0,62,6,35,28,13,27,25,3,7,83,225,419,779,959,1157,1130,1504,273,546,124,6899
213011336,15,32,36,27,65,52,15,14,0,255,17,47,35,22,71,65,3,23,84,373,361,1096,1086,685,1999,1540,320,544,187,7818
213011337,15,34,61,22,107,116,17,39,9,427,18,38,45,22,78,65,13,25,64,373,177,535,618,353,1131,1202,303,549,126,4984
