POW_SA2_CODE_2021,Ad_Dip_300_399_Mng,Ad_Dip_300_399_Pro,Ad_Dip_300_399_TecTW,Ad_Dip_300_399_CoPSW,Ad_Dip_300_399_ClAW,Ad_Dip_300_399_SWks,Ad_Dip_300_399_MaOpDv,Ad_Dip_300_399_Lab,Ad_Dip_300_399_IDNS,Ad_Dip_300_399_Tot,Ad_Dip_400_499_Mng,Ad_Dip_400_499_Pro,Ad_Dip_400_499_TecTW,Ad_Dip_400_499_CoPSW,Ad_Dip_400_499_ClAW,Ad_Dip_400_499_SWks,Ad_Dip_400_499_MaOpDv,Ad_Dip_400_499_Lab,Ad_Dip_400_499_IDNS,Ad_Dip_400_499_Tot,Ad_Dip_500_649_Mng,Ad_Dip_500_649_Pro,Ad_Dip_500_649_TecTW,Ad_Dip_500_649_CoPSW,Ad_Dip_500_649_ClAW,Ad_Dip_500_649_SWks,Ad_Dip_500_649_MaOpDv,Ad_Dip_500_649_Lab,Ad_Dip_500_649_IDNS,Ad_Dip_500_649_Tot,Ad_Dip_650_799_Mng,Ad_Dip_650_799_Pro,Ad_Dip_650_799_TecTW,Ad_Dip_650_799_CoPSW,Ad_Dip_650_799_ClAW,Ad_Dip_650_799_SWks,Ad_Dip_650_799_MaOpDv,Ad_Dip_650_799_Lab,Ad_Dip_650_799_IDNS,Ad_Dip_650_799_Tot,Ad_Dip_800_999_Mng,Ad_Dip_800_999_Pro,Ad_Dip_800_999_TecTW,Ad_Dip_800_999_CoPSW,Ad_Dip_800_999_ClAW,Ad_Dip_800_999_SWks,Ad_Dip_800_999_MaOpDv,Ad_Dip_800_999_Lab,Ad_Dip_800_999_IDNS,Ad_Dip_800_999_Tot,Ad_Dip_1000_1249_Mng,Ad_Dip_1000_1249_Pro,Ad_Dip_1000_1249_TecTW,Ad_Dip_1000_1249_CoPSW,Ad_Dip_1000_1249_ClAW,Ad_Dip_1000_1249_SWks,Ad_Dip_1000_1249_MaOpDv,Ad_Dip_1000_1249_Lab,Ad_Dip_1000_1249_IDNS,Ad_Dip_1000_1249_Tot,Ad_Dip_1250_1499_Mng,Ad_Dip_1250_1499_Pro,Ad_Dip_1250_1499_TecTW,Ad_Dip_1250_1499_CoPSW,Ad_Dip_1250_1499_ClAW,Ad_Dip_1250_1499_SWks,Ad_Dip_1250_1499_MaOpDv,Ad_Dip_1250_1499_Lab,Ad_Dip_1250_1499_IDNS,Ad_Dip_1250_1499_Tot,Ad_Dip_1500_1749_Mng,Ad_Dip_1500_1749_Pro,Ad_Dip_1500_1749_TecTW,Ad_Dip_1500_1749_CoPSW,Ad_Dip_1500_1749_ClAW,Ad_Dip_1500_1749_SWks,Ad_Dip_1500_1749_MaOpDv,Ad_Dip_1500_1749_Lab,Ad_Dip_1500_1749_IDNS,Ad_Dip_1500_1749_Tot,Ad_Dip_1750_1999_Mng,Ad_Dip_1750_1999_Pro,Ad_Dip_1750_1999_TecTW,Ad_Dip_1750_1999_CoPSW,Ad_Dip_1750_1999_ClAW,Ad_Dip_1750_1999_SWks,Ad_Dip_1750_1999_MaOpDv,Ad_Dip_1750_1999_Lab,Ad_Dip_1750_1999_IDNS,Ad_Dip_1750_1999_Tot,Ad_Dip_2000_2999_Mng,Ad_Dip_2000_2999_Pro,Ad_Dip_2000_2999_TecTW,Ad_Dip_2000_2999_CoPSW,Ad_Dip_2000_2999_ClAW,Ad_Dip_2000_2999_SWks,Ad_Dip_2000_2999_MaOpDv,Ad_Dip_2000_2999_Lab,Ad_Dip_2000_2999_IDNS,Ad_Dip_2000_2999_Tot,Ad_Dip_3000_3499_Mng,Ad_Dip_3000_3499_Pro,Ad_Dip_3000_3499_TecTW,Ad_Dip_3000_3499_CoPSW,Ad_Dip_3000_3499_ClAW,Ad_Dip_3000_3499_SWks,Ad_Dip_3000_3499_MaOpDv,Ad_Dip_3000_3499_Lab,Ad_Dip_3000_3499_IDNS,Ad_Dip_3000_3499_Tot,Ad_Dip_3500mo_Mng,Ad_Dip_3500mo_Pro,Ad_Dip_3500mo_TecTW,Ad_Dip_3500mo_CoPSW,Ad_Dip_3500mo_ClAW,Ad_Dip_3500mo_SWks,Ad_Dip_3500mo_MaOpDv,Ad_Dip_3500mo_Lab,Ad_Dip_3500mo_IDNS,Ad_Dip_3500mo_Tot,Ad_Dip_PINS_Mng,Ad_Dip_PINS_Pro,Ad_Dip_PINS_TecTW,Ad_Dip_PINS_CoPSW,Ad_Dip_PINS_ClAW,Ad_Dip_PINS_SWks,Ad_Dip_PINS_MaOpDv,Ad_Dip_PINS_Lab,Ad_Dip_PINS_IDNS,Ad_Dip_PINS_Tot,Ad_Dip_Tot_Mng,Ad_Dip_Tot_Pro,Ad_Dip_Tot_TecTW,Ad_Dip_Tot_CoPSW,Ad_Dip_Tot_ClAW,Ad_Dip_Tot_SWks,Ad_Dip_Tot_MaOpDv,Ad_Dip_Tot_Lab,Ad_Dip_Tot_IDNS,Ad_Dip_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot
101031016,4,0,0,0,3,0,3,3,0,24,0,3,0,9,0,5,5,0,0,28,5,4,7,15,0,3,5,13,0,50,6,4,3,28,10,9,4,14,0,70,8,8,7,14,10,3,0,11,0,65,11,8,9,26,12,15,5,6,0,86,7,10,5,8,8,0,0,0,0,43,16,11,0,8,3,6,6,0,0,51,11,9,4,7,3,0,0,0,0,27,18,10,10,9,4,0,0,0,0,60,8,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,114,65,41,135,66,47,23,44,10,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,3,0,8
101041017,0,0,0,5,4,0,0,0,0,10,0,4,0,3,3,0,0,5,0,20,3,0,5,8,10,5,0,3,0,35,3,4,4,13,11,5,4,4,0,54,0,9,3,18,10,17,0,0,0,61,9,17,12,19,11,7,5,3,0,79,21,14,10,13,17,3,0,4,0,73,9,6,0,8,15,0,0,0,0,47,3,6,4,14,9,4,0,0,0,47,7,12,3,28,10,0,0,0,0,70,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,78,76,43,140,102,49,9,22,5,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,8,0,0,0,3,4,5,0,0,0,17
101041018,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,3,3,4,0,0,0,0,0,18,0,4,4,3,5,0,0,0,0,13,5,3,0,7,6,0,0,3,0,24,3,3,0,7,3,3,0,0,0,25,7,4,0,3,3,5,0,0,0,23,4,4,0,0,4,0,0,0,0,13,4,6,0,4,0,0,0,0,0,10,4,4,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,22,38,10,29,22,15,0,14,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
101041019,0,4,3,6,4,0,0,0,0,20,3,8,0,10,4,0,3,0,0,25,4,5,0,13,11,3,0,9,0,47,0,7,0,19,8,7,3,0,0,51,8,4,6,22,16,6,0,8,0,68,3,22,3,37,22,0,0,6,0,100,11,19,0,14,16,4,0,3,0,74,20,16,3,11,14,0,0,3,0,59,13,15,5,6,3,0,6,0,0,49,24,8,4,13,12,3,0,0,0,73,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,85,116,42,159,107,35,11,33,7,604,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8
101041020,7,0,0,0,0,0,0,0,0,12,9,0,0,0,3,0,0,0,0,19,9,0,0,4,0,0,0,0,0,18,5,0,0,3,0,0,0,3,0,15,8,4,6,7,0,0,0,0,0,17,6,3,0,4,4,0,0,0,0,20,7,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,66,29,20,19,19,8,6,11,5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
101041021,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,9,0,4,5,3,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,12,0,3,0,10,0,0,0,0,0,21,6,0,0,0,3,0,0,0,0,7,3,6,0,0,3,0,0,0,0,16,0,5,0,0,0,0,0,0,0,3,4,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,7,29,10,9,0,10,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,3,0,7,0,0,0,0,0,12,0,0,3,9,0,0,0,0,0,15,0,0,0,3,5,0,0,0,0,13,0,0,3,5,5,0,0,3,0,21,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,9,36,19,10,0,6,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,3,0,3
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,5,0,0,0,0,16,0,0,0,5,3,6,0,0,0,12,4,0,3,0,5,0,0,4,0,18,4,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,10,10,17,6,8,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
101041025,4,0,0,6,0,0,0,3,0,17,6,0,0,9,0,4,0,3,0,25,4,8,0,9,6,6,0,0,0,37,0,10,5,14,7,5,3,10,0,51,6,11,3,13,11,3,5,4,0,53,16,10,4,15,16,5,3,3,0,77,8,9,5,8,4,4,4,0,0,44,4,3,0,4,7,0,0,0,0,18,3,8,0,9,0,0,0,0,0,16,5,10,3,6,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,70,66,32,107,51,32,9,26,7,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,6,0,0,0,3
101041026,0,0,0,3,0,5,0,0,0,15,3,7,0,11,7,0,0,0,0,30,4,8,4,12,3,0,0,3,0,35,3,3,4,16,8,0,3,0,0,35,7,13,3,16,13,0,3,0,0,61,3,14,12,27,12,0,0,6,3,69,8,15,6,9,15,0,0,0,0,56,5,13,0,0,7,0,0,3,0,38,9,12,10,4,3,0,0,0,0,42,9,14,7,4,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,53,97,40,113,75,10,11,18,11,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,0,0,0,0,11
101041027,6,0,0,9,3,0,0,4,0,17,7,3,0,7,6,0,0,0,0,27,4,5,4,7,0,6,0,5,0,25,3,9,0,14,11,5,0,6,0,40,6,5,3,10,6,3,0,0,0,38,4,8,3,9,4,0,4,4,0,45,6,10,6,0,4,0,0,0,0,25,11,4,4,6,3,0,0,0,0,30,8,11,0,10,0,0,0,0,0,21,3,0,0,11,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,61,51,22,85,45,23,9,24,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,6,0,4,0,14
101051539,0,9,5,0,0,4,0,3,0,20,7,9,0,9,0,9,0,8,0,41,3,6,4,25,19,6,0,10,0,70,3,14,4,39,26,13,0,12,0,113,15,24,14,48,22,9,0,12,0,155,23,26,12,60,43,9,9,7,3,201,22,30,12,47,30,4,4,4,4,163,26,33,11,38,26,4,5,0,8,156,16,23,4,42,5,3,4,0,5,99,38,28,16,87,10,5,0,0,0,191,7,4,0,6,5,0,0,0,0,24,7,3,0,0,0,3,0,0,0,20,0,0,0,0,3,0,0,0,0,7,177,206,86,423,195,76,29,58,26,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,0,0,3,0,8,0,0,0,3,3,3,0,0,0,7,0,0,0,9,7,0,3,3,0,21
101051540,7,4,0,0,3,4,0,3,0,22,11,0,0,0,4,4,0,3,0,14,12,3,4,9,3,5,0,4,0,38,11,3,0,6,12,5,0,3,0,46,11,5,8,4,12,0,0,6,4,45,10,5,8,14,8,0,0,0,0,39,16,6,0,8,3,0,0,0,0,40,12,3,3,4,7,0,3,0,0,38,10,3,9,6,0,0,0,0,0,29,26,4,10,5,0,0,0,0,0,46,16,0,0,0,0,0,0,0,0,16,14,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,150,46,50,49,59,15,11,35,11,422,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,13
101061541,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,4,0,14,0,0,0,10,5,0,0,0,0,24,0,4,6,9,0,0,0,3,0,29,0,4,0,11,3,0,0,0,0,18,5,7,4,8,11,4,0,0,0,35,4,0,3,5,4,0,0,0,0,21,3,4,0,5,9,0,0,0,0,17,7,3,0,3,3,0,0,0,0,26,6,5,0,16,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,27,26,25,74,51,16,3,16,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8
101061542,12,0,0,0,0,0,0,4,0,18,0,0,3,0,0,0,0,3,0,15,7,0,3,4,5,0,0,3,0,19,14,3,3,4,0,0,0,3,0,24,10,3,0,0,3,3,0,0,0,23,18,7,6,4,3,0,0,4,0,39,11,4,7,0,0,0,0,3,0,29,7,0,0,4,3,4,0,5,0,25,10,0,4,5,0,0,0,0,0,21,10,8,3,0,0,0,0,0,0,16,6,3,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,5,122,40,34,19,30,8,0,28,0,289,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
101061543,0,0,0,3,0,0,0,0,0,6,4,0,0,3,0,3,0,0,0,16,5,3,3,11,3,6,0,4,0,33,9,3,5,23,5,5,0,0,0,62,5,9,4,27,14,6,0,9,0,68,6,12,9,16,18,3,0,3,0,70,9,3,6,9,15,0,7,0,0,48,11,11,0,4,3,0,0,0,0,30,8,3,4,10,3,0,0,0,0,32,14,9,6,9,7,0,0,0,0,46,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,74,69,33,130,75,34,9,25,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,5,0,0,0,12
101061544,7,0,0,8,0,0,0,0,0,21,0,0,0,3,0,0,0,4,0,14,7,0,0,7,0,3,0,4,0,19,6,0,4,9,7,0,0,4,0,30,13,0,0,6,3,0,0,0,0,30,11,0,0,6,3,0,0,9,0,38,10,0,0,5,0,5,0,0,0,23,14,0,0,5,0,0,0,4,0,24,7,0,5,0,0,0,0,0,0,9,14,3,0,5,0,0,0,0,0,31,3,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,117,17,20,54,25,13,4,29,9,282,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6
102011028,0,3,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,12,3,3,0,8,5,0,0,5,0,20,0,5,0,6,4,0,0,0,0,15,3,0,0,4,5,8,0,0,0,25,0,8,5,5,0,0,0,6,0,17,5,3,0,0,0,0,0,0,0,7,9,6,0,3,5,4,0,0,0,20,3,3,0,0,3,0,0,0,0,15,6,8,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,30,47,10,28,32,16,0,12,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
102011029,0,5,0,0,0,0,0,0,0,4,0,5,0,3,7,0,0,0,0,16,5,5,0,11,9,0,0,0,0,23,0,0,0,9,3,0,0,0,0,16,0,3,3,7,4,0,0,0,0,25,0,8,8,7,0,0,0,0,0,33,5,6,6,5,0,0,0,0,0,24,6,7,5,0,5,0,0,0,0,23,0,3,4,0,0,0,0,0,0,8,5,3,3,0,4,3,0,0,0,29,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,34,50,31,41,37,11,0,7,4,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
102011030,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,6,3,0,5,5,4,0,7,0,31,13,0,10,5,4,0,4,5,0,43,9,4,3,4,20,6,4,9,0,67,21,7,14,14,29,4,10,8,0,104,18,12,7,3,23,4,8,3,0,78,19,14,11,0,14,4,3,0,0,73,17,6,12,4,10,3,3,0,0,57,36,22,22,6,11,5,11,0,0,107,11,4,0,0,0,0,0,0,0,15,10,8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,163,85,80,46,129,30,48,43,4,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,11
102011031,0,5,0,16,10,13,0,4,0,49,0,4,3,22,3,19,0,0,0,60,9,10,4,40,27,23,0,4,0,121,11,15,7,40,19,18,3,8,0,123,16,29,11,52,30,16,0,6,0,167,30,26,8,28,35,11,0,7,5,153,23,27,5,11,29,11,0,3,3,112,23,17,13,9,18,3,0,0,4,92,18,22,11,6,14,5,0,0,0,71,35,36,8,5,10,6,0,0,0,100,3,13,0,0,0,6,0,0,0,23,14,11,0,0,10,4,0,0,0,33,0,0,0,0,4,0,0,0,0,6,176,216,74,259,206,148,12,40,12,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,3,0,0,0,16,0,0,4,10,0,10,0,5,0,31
102011032,4,8,0,4,10,0,0,3,0,42,0,6,9,22,16,9,7,0,0,81,6,16,4,33,38,12,6,11,4,135,14,22,13,63,71,21,4,17,0,221,11,53,28,73,83,29,10,16,5,300,31,83,23,92,141,15,9,16,4,418,36,86,21,73,100,20,6,3,7,359,40,85,18,51,63,8,0,4,5,266,41,84,13,39,39,8,4,4,9,242,67,86,32,89,47,7,4,4,4,332,11,8,4,5,3,0,0,0,0,35,29,8,0,0,6,5,0,0,0,60,0,8,0,4,3,0,0,0,0,16,306,559,168,559,636,141,53,77,41,2547,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,0,5,8,3,0,0,0,11,0,5,3,0,10,7,3,0,0,29,0,3,3,14,9,8,4,0,0,35
102011033,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,14,0,0,0,11,5,0,0,0,0,18,0,0,0,19,6,0,0,0,0,24,0,6,6,11,0,0,0,0,0,19,0,3,0,14,3,0,0,0,0,19,5,4,3,13,8,0,0,0,0,35,5,4,6,15,3,0,0,0,0,22,4,0,3,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,29,13,97,25,10,0,7,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
102011034,0,0,0,0,0,0,0,3,0,10,0,5,0,0,6,3,0,4,0,9,0,0,4,8,3,6,0,3,0,25,0,6,3,6,3,3,0,0,0,27,0,4,5,13,5,0,0,4,0,26,0,10,0,10,9,0,0,3,0,34,6,9,0,5,7,0,0,0,0,23,9,3,0,5,4,0,0,0,0,20,0,3,0,0,0,0,3,0,0,13,9,5,0,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,38,43,14,52,35,18,8,18,7,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
102011035,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,4,0,4,5,6,4,0,0,0,0,15,0,0,0,4,7,0,0,0,0,13,0,4,4,12,3,0,0,0,0,21,0,0,5,8,3,0,0,0,0,21,0,6,4,6,6,4,0,0,0,19,3,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,15,37,31,3,3,6,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
