POW_SA2_CODE_2021,M2_BusFer_Mng,M2_BusFer_Pro,M2_BusFer_TecTW,M2_BusFer_CoPSW,M2_BusFer_ClAW,M2_BusFer_SWks,M2_BusFer_MaOpDv,M2_BusFer_Lab,M2_BusFer_IDNS,M2_BusFer_Tot,M2_BusTrm_or_LR_Mng,M2_BusTrm_or_LR_Pro,M2_BusTrm_or_LR_TecTW,M2_BusTrm_or_LR_CoPSW,M2_BusTrm_or_LR_ClAW,M2_BusTrm_or_LR_SWks,M2_BusTrm_or_LR_MaOpDv,M2_BusTrm_or_LR_Lab,M2_BusTrm_or_LR_IDNS,M2_BusTrm_or_LR_Tot,M2_BusCarAsDriv_Mng,M2_BusCarAsDriv_Pro,M2_BusCarAsDriv_TecTW,M2_BusCarAsDriv_CoPSW,M2_BusCarAsDriv_ClAW,M2_BusCarAsDriv_SWks,M2_BusCarAsDriv_MaOpDv,M2_BusCarAsDriv_Lab,M2_BusCarAsDriv_IDNS,M2_BusCarAsDriv_Tot,M2_BusCarAsPas_Mng,M2_BusCarAsPas_Pro,M2_BusCarAsPas_TecTW,M2_BusCarAsPas_CoPSW,M2_BusCarAsPas_ClAW,M2_BusCarAsPas_SWks,M2_BusCarAsPas_MaOpDv,M2_BusCarAsPas_Lab,M2_BusCarAsPas_IDNS,M2_BusCarAsPas_Tot,M2_BusOth_Mng,M2_BusOth_Pro,M2_BusOth_TecTW,M2_BusOth_CoPSW,M2_BusOth_ClAW,M2_BusOth_SWks,M2_BusOth_MaOpDv,M2_BusOth_Lab,M2_BusOth_IDNS,M2_BusOth_Tot,M2_Bus_and_Tot_Mng,M2_Bus_and_Tot_Pro,M2_Bus_and_Tot_TecTW,M2_Bus_and_Tot_CoPSW,M2_Bus_and_Tot_ClAW,M2_Bus_and_Tot_SWks,M2_Bus_and_Tot_MaOpDv,M2_Bus_and_Tot_Lab,M2_Bus_and_Tot_IDNS,M2_Bus_and_Tot_Tot,M2_Oth_M2_Mng,M2_Oth_M2_Pro,M2_Oth_M2_TecTW,M2_Oth_M2_CoPSW,M2_Oth_M2_ClAW,M2_Oth_M2_SWks,M2_Oth_M2_MaOpDv,M2_Oth_M2_Lab,M2_Oth_M2_IDNS,M2_Oth_M2_Tot,M2_Tot_M2_Mng,M2_Tot_M2_Pro,M2_Tot_M2_TecTW,M2_Tot_M2_CoPSW,M2_Tot_M2_ClAW,M2_Tot_M2_SWks,M2_Tot_M2_MaOpDv,M2_Tot_M2_Lab,M2_Tot_M2_IDNS,M2_Tot_M2_Tot,M3_Trn_2_OthM_Mng,M3_Trn_2_OthM_Pro,M3_Trn_2_OthM_TecTW,M3_Trn_2_OthM_CoPSW,M3_Trn_2_OthM_ClAW,M3_Trn_2_OthM_SWks,M3_Trn_2_OthM_MaOpDv,M3_Trn_2_OthM_Lab,M3_Trn_2_OthM_IDNS,M3_Trn_2_OthM_Tot,M3_Bus_2_OthM_ex_trn_Mng,M3_Bus_2_OthM_ex_trn_Pro,M3_Bus_2_OthM_ex_trn_TecTW,M3_Bus_2_OthM_ex_trn_CoPSW,M3_Bus_2_OthM_ex_trn_ClAW,M3_Bus_2_OthM_ex_trn_SWks,M3_Bus_2_OthM_ex_trn_MaOpDv,M3_Bus_2_OthM_ex_trn_Lab,M3_Bus_2_OthM_ex_trn_IDNS,M3_Bus_2_OthM_ex_trn_Tot,M3_Oth_M3_Mng,M3_Oth_M3_Pro,M3_Oth_M3_TecTW,M3_Oth_M3_CoPSW,M3_Oth_M3_ClAW,M3_Oth_M3_SWks,M3_Oth_M3_MaOpDv,M3_Oth_M3_Lab,M3_Oth_M3_IDNS,M3_Oth_M3_Tot,M3_Tot_M3_Mng,M3_Tot_M3_Pro,M3_Tot_M3_TecTW,M3_Tot_M3_CoPSW,M3_Tot_M3_ClAW,M3_Tot_M3_SWks,M3_Tot_M3_MaOpDv,M3_Tot_M3_Lab,M3_Tot_M3_IDNS,M3_Tot_M3_Tot,Wkd_at_home_Mng,Wkd_at_home_Pro,Wkd_at_home_TecTW,Wkd_at_home_CoPSW,Wkd_at_home_ClAW,Wkd_at_home_SWks,Wkd_at_home_MaOpDv,Wkd_at_home_Lab,Wkd_at_home_IDNS,Wkd_at_home_Tot,Did_not_go_to_work_Mng,Did_not_go_to_work_Pro,Did_not_go_to_work_TecTW,Did_not_go_to_work_CoPSW,Did_not_go_to_work_ClAW,Did_not_go_to_work_SWks,Did_not_go_to_work_MaOpDv,Did_not_go_to_work_Lab,Did_not_go_to_work_IDNS,Did_not_go_to_work_Tot,Meth_of_trav_NS_Mng,Meth_of_trav_NS_Pro,Meth_of_trav_NS_TecTW,Meth_of_trav_NS_CoPSW,Meth_of_trav_NS_ClAW,Meth_of_trav_NS_SWks,Meth_of_trav_NS_MaOpDv,Meth_of_trav_NS_Lab,Meth_of_trav_NS_IDNS,Meth_of_trav_NS_Tot,Tot_Mng,Tot_Pro,Tot_TecTW,Tot_CoPSW,Tot_ClAW,Tot_SWks,Tot_MaOpDv,Tot_Lab,Tot_IDNS,Tot_Tot
503011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,8,5,0,4,0,0,0,6,0,27,18,13,9,9,0,0,0,8,0,62,0,4,0,0,6,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,17,108,213,17,20,67,15,0,3,6,463,48,148,31,151,46,23,9,30,10,498,0,4,0,0,0,0,0,0,3,9,672,1543,530,1116,431,118,130,212,102,4847
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,4,8,3,0,0,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,20,0,0,13,0,0,0,0,47,12,15,12,20,7,9,3,8,0,81,0,0,0,0,0,0,0,0,0,0,124,160,75,99,92,25,8,36,3,627
503021038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,7,0,0,0,0,12,0,3,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,5,0,8,7,0,0,0,0,32,12,16,10,9,4,7,0,6,0,62,70,220,89,62,122,23,3,26,9,627,7,24,7,7,9,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,7,21,7,7,13,0,0,3,0,61,136,437,54,21,154,33,4,0,16,859,99,207,92,168,139,91,21,65,12,893,0,0,4,0,6,0,0,3,14,37,1453,3082,1048,1060,1380,687,144,412,152,9413
503021039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,5,8,0,5,0,5,0,22,4,8,7,8,3,0,0,0,0,35,15,30,12,31,13,16,0,21,0,132,0,3,3,5,4,0,0,6,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,12,3,0,0,3,0,28,89,292,26,18,97,28,0,9,11,564,44,228,55,197,96,103,15,88,3,838,0,0,0,10,0,0,6,0,8,21,673,2229,625,1202,769,603,85,504,66,6758
503021040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,12,0,3,3,5,0,0,0,3,0,14,7,16,13,19,3,6,4,18,5,77,0,0,0,5,3,0,0,3,0,16,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,3,0,14,56,161,32,12,56,8,0,5,5,341,15,60,34,117,42,60,6,47,0,382,0,0,0,4,0,6,0,0,8,20,391,761,399,690,371,361,55,280,51,3359
503021042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,16,0,0,0,5,0,0,0,3,0,15,0,0,0,0,0,0,0,3,0,9,0,13,7,9,5,0,0,9,0,38,12,35,12,9,14,5,6,5,0,108,69,305,100,84,136,51,15,75,15,849,4,49,10,23,19,9,0,10,4,128,0,3,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,3,4,51,17,24,19,6,0,14,4,137,368,836,71,48,346,59,3,7,38,1766,143,862,165,390,310,203,79,161,26,2346,0,15,10,4,3,4,3,9,33,72,2895,8499,1803,2484,3099,1322,404,1038,338,21876
503021043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,4,0,0,0,0,11,0,18,8,10,9,0,0,0,0,57,35,140,36,58,58,18,11,21,9,384,0,15,4,8,9,0,0,8,0,44,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,4,10,9,0,0,8,0,50,160,444,43,22,166,28,5,5,9,892,85,512,83,235,192,74,34,75,20,1301,6,7,0,0,0,0,0,0,19,36,1177,4159,826,1628,1621,478,192,548,112,10729
503021295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,10,13,0,0,0,0,65,0,18,0,0,3,0,0,3,0,23,0,18,0,0,0,0,0,9,0,28,11,57,9,13,13,0,3,10,4,124,17,49,15,12,10,0,10,9,3,130,142,567,95,103,273,13,24,72,19,1318,46,113,23,25,69,0,4,18,3,298,0,10,8,0,0,0,0,0,0,16,0,4,0,0,0,0,0,4,0,8,50,126,28,25,71,0,7,19,3,324,225,515,44,32,197,34,10,8,17,1084,192,592,271,361,303,41,219,95,46,2113,0,6,13,3,6,0,4,4,31,60,2826,6289,1551,2058,3061,347,814,742,393,18079
503021296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,14,0,0,0,3,3,3,0,0,0,11,0,0,4,7,0,0,0,0,0,10,0,0,0,12,3,6,3,0,0,32,9,14,7,9,7,4,3,6,0,63,68,151,38,61,120,45,11,29,9,535,9,11,6,11,15,3,0,13,0,77,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,11,6,15,15,9,0,12,0,82,142,300,26,19,91,27,0,12,8,623,81,186,116,248,146,82,39,120,14,1037,0,0,6,3,0,0,3,4,16,37,1508,2668,1041,1452,1605,658,322,651,158,10067
503021297,0,6,3,0,4,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,96,295,56,44,139,23,13,23,10,690,42,123,15,29,65,21,0,29,0,338,38,115,25,25,20,13,14,13,0,267,176,544,99,99,225,59,24,63,18,1314,100,226,85,47,67,15,36,34,9,621,2144,6873,1193,830,3757,591,130,484,293,16299,188,748,164,107,453,88,9,74,45,1872,16,59,11,9,12,6,9,6,9,127,11,21,4,7,0,0,3,4,0,45,210,824,177,119,467,92,21,87,46,2042,3408,8287,707,131,3851,448,36,29,216,17099,1356,4372,1436,1481,2709,675,710,698,238,13673,29,61,45,29,26,16,39,25,211,487,21693,54821,9583,8060,26132,4707,2258,4172,2383,133799
504011044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,0,0,4,4,4,0,29,7,6,14,9,11,6,7,29,0,98,0,0,9,3,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,7,0,28,78,153,31,22,78,15,0,12,6,401,31,71,75,97,50,46,30,72,4,484,0,4,8,0,0,0,0,0,7,25,711,850,1482,657,809,404,612,775,117,6420
504011045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,5,0,3,0,14,6,3,13,3,4,5,9,5,0,45,12,16,24,20,7,7,11,16,0,115,0,5,0,0,4,0,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,7,0,3,4,0,18,115,193,52,34,124,19,7,9,11,559,42,109,89,137,89,64,59,77,11,670,0,3,5,0,0,8,3,0,10,29,1110,1264,1900,1103,990,489,888,875,145,8752
504011046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,5,0,0,0,19,4,14,6,14,0,7,0,10,0,53,0,6,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,4,0,0,0,15,52,144,22,11,51,12,5,4,5,300,21,61,29,142,22,56,5,39,0,376,0,0,5,0,0,0,0,0,3,14,341,701,381,692,233,231,71,230,48,2919
504011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,3,0,16,0,5,0,4,0,15,0,6,0,30,0,0,0,0,0,0,0,4,0,11,0,8,3,5,0,27,0,11,0,58,6,3,6,8,3,12,0,7,0,44,8,10,12,16,5,51,0,32,0,139,0,0,4,0,0,3,0,5,0,10,0,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,10,0,5,0,28,61,107,40,35,98,19,3,11,6,387,58,97,76,161,61,312,19,110,7,900,5,0,3,0,0,3,5,5,13,40,872,1206,1071,1132,784,1627,236,841,113,7876
504011048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,4,0,0,0,0,0,6,3,5,0,4,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,45,17,11,35,10,6,6,0,141,9,26,10,27,11,35,0,20,0,139,0,0,0,0,0,0,3,0,0,9,81,275,139,187,107,189,40,164,12,1195
504021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,5,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,10,5,13,5,3,6,0,97,6,18,12,95,8,5,0,7,5,152,0,0,0,0,0,0,0,0,0,6,118,175,113,428,88,33,53,126,32,1152
504021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,117,31,9,40,10,0,0,3,260,4,22,17,34,13,5,0,7,3,98,0,4,0,0,0,0,4,0,0,6,120,363,156,149,121,63,17,50,17,1062
504021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,10,12,33,8,0,0,0,118,11,16,8,13,8,11,0,3,0,64,0,0,0,0,0,0,0,0,4,9,58,132,76,74,72,69,24,47,11,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12
504021053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,3,0,0,0,14,5,0,6,3,0,5,0,6,3,25,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,6,85,115,48,27,106,15,7,4,7,414,18,67,35,73,32,79,22,76,0,408,0,0,0,0,0,0,0,0,9,14,344,625,397,500,343,385,166,360,49,3167
504021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,5,3,22,6,6,9,0,3,4,8,8,3,44,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,39,45,22,25,72,19,4,7,0,231,24,55,48,43,30,61,42,65,6,359,0,0,3,0,0,0,3,0,12,20,469,476,709,410,446,409,426,487,66,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,10
504031056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,12,0,4,4,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,48,64,28,33,76,16,10,6,7,287,17,47,32,61,22,43,4,37,6,272,0,0,4,0,0,0,0,0,0,8,241,491,329,469,241,294,125,288,44,2525
504031057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,5,9,0,0,5,0,4,0,24,4,5,9,5,0,7,0,15,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,6,51,57,28,37,64,15,10,9,8,272,22,47,34,103,15,57,9,66,6,354,0,0,0,0,0,0,0,0,6,5,282,410,340,607,234,348,142,354,31,2750
504031058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,28,14,59,6,5,6,4,190,22,19,36,38,22,11,10,36,0,202,0,0,0,0,0,0,3,0,4,8,316,416,484,217,191,90,174,321,44,2248
504031060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,20,13,11,31,4,0,9,5,137,7,3,7,3,3,5,0,15,0,55,0,0,0,0,0,0,0,0,3,3,108,53,75,43,52,33,14,62,13,453
504031061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,11,0,0,4,0,0,0,5,0,0,12,0,6,15,0,10,0,13,3,4,48,0,6,24,0,10,3,27,4,4,75,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,14,42,70,18,14,56,9,0,4,6,216,31,40,124,12,67,19,240,38,8,573,0,0,7,5,0,0,0,0,16,37,850,649,1739,99,1167,229,2320,565,143,7762
504031062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,4,0,5,0,3,0,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,30,51,19,22,30,4,0,0,3,164,16,38,26,92,10,19,10,20,0,235,0,0,0,0,0,0,0,0,5,9,206,383,214,459,128,155,48,188,23,1797
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,3,0,4,0,3,0,17,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,4,5,4,0,30,6,14,32,3,15,0,23,17,0,110,11,17,55,7,20,14,36,42,0,207,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,5,0,0,4,0,0,4,0,0,0,7,0,3,12,0,0,3,3,5,0,28,112,98,36,4,114,35,6,8,3,407,112,58,195,67,179,112,179,160,19,1086,4,11,10,0,4,0,8,11,27,73,2697,1547,4273,454,2451,1188,2257,1971,308,17146
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,11,5,0,22
504031065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,9,4,7,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,43,20,19,36,5,4,13,3,207,20,36,42,91,20,12,21,26,0,274,0,0,0,0,0,0,0,0,3,13,308,559,308,462,241,84,245,281,35,2531
504031066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,7,0,10,0,5,0,24,0,0,0,0,0,0,0,0,0,3,0,3,0,10,3,10,0,9,0,35,7,8,13,13,4,6,6,11,0,67,14,58,35,54,21,60,9,36,5,289,0,12,0,10,3,13,0,8,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3,13,0,11,0,50,63,155,24,50,97,8,0,5,6,415,94,537,125,466,262,498,50,191,24,2250,0,6,6,12,0,3,7,12,22,70,1484,4083,1534,3041,2125,2334,538,1433,292,16867
504031067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,7,8,30,3,0,5,0,89,0,13,3,11,3,8,5,8,0,52,0,0,0,0,0,0,0,0,0,0,41,89,75,111,46,55,42,49,9,524
504031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,84,37,20,76,13,5,9,12,316,16,16,26,50,5,13,9,19,3,168,0,0,0,0,4,0,0,0,3,4,213,203,282,225,149,88,126,183,41,1506
